id	name	UNCONSTRAINED	MIRIAM	COMPOSITION	InChI	compartment	replacement_id	DB LINK	SMILES
coenzyme B12	coenzyme B12	false	NULL	NULL	NULL	c	r851	"(LIGAND-CPD ""C00194"" NIL |hopkinso| 3315332465 NIL NIL)$(CAS ""13870-90-1"" NIL |hopkinso| 3315332465 NIL NIL)"	CC9(CC(=O)N)(C4(=N8([Co+]126(N%11(c%12(c(N(C%10(C(O)C(OP(=O)([O-])O[CH](C)CNC(=O)CCC5(C)(C(=N1[CH](C3(C)(N2C(C(CCC(N)=O)C(CC(=O)N)(C)3)=C(C)4))C(CC(=O)N)5)C(C)=C7(C(CCC(=O)N)C(C)(C)C(=N67)C=C8C(CCC(=O)N)9)))C(CO)O%10))C=%11)cc(C)c(C)c%12)))CC%13(OC(C(O)C(O)%13)n%15(cnc%14(c(N)ncnc%14%15))))))
coproporphyrinogen III	coproporphyrinogen III	false	NULL	NULL	NULL	c	r854	"(LIGAND-CPD ""C03263"" NIL |kr| 3346617700 NIL NIL)$(CAS ""2624-63-7"")"	Cc1(c2(Cc5(c(CCC(=O)O)c(C)c(Cc4(c(CCC(O)=O)c(C)c(Cc3(c(C)c(CCC(O)=O)c(Cc(c(CCC(O)=O)1)n2)n3))n4))n5)))
coumarinate	coumarinate	false	NULL	NULL	NULL	c	r855	NULL	C(C=Cc1(c(cccc1)O))(=O)O
coumarinic acid-beta-D-glucoside	coumarinic acid-beta-D-glucoside	false	NULL	NULL	NULL	c	r856	NULL	C2(Oc1(ccccc1C=CC(=O)O))(C(C(C(C(O2)CO)O)O)O)
cpe160	"cyclopropane phosphatidylethanolamine (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)"	false	NULL	NULL	NULL	c	r246	NULL	NULL
cpe180	"cyclopropane phosphatidylethanolamine (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)"	false	NULL	NULL	NULL	c	r257	NULL	NULL
cpg160	"cyclopropane phosphatidylglycerol (dihexadec-9,10-cyclo-anoyl, n-C16:0 cyclo)"	false	NULL	NULL	NULL	c	r268	NULL	NULL
cpg180	"cyclopropane phosphatidylglycerol (dioctadec-11,12-cyclo-anoyl, n-C18:0 cyclo)"	false	NULL	NULL	NULL	c	r279	NULL	NULL
crotonyl-CoA	crotonyl-CoA	false	NULL	NULL	NULL	c	r859	"(LIGAND-CPD ""C00877"" NIL |kr| 3346617699 NIL NIL)$(UM-BBD-CPD ""c0032"" NIL |kawakami| 3278884417 NIL NIL)$(CAS ""102680-35-3"")"	C1(OC(C(C1O)OP(O)(O)=O)COP(O)(=O)OP(OCC(C(C(=O)NCCC(NCCSC(C=CC)=O)=O)O)(C)C)(=O)O)n3(cnc2(c(ncnc23)N))
CTP	CTP	false	NULL	NULL	NULL	c	r860	"(LIGAND-CPD ""C00063"" NIL |kr| 3346617701 NIL NIL)$(CAS ""65-47-4"")"	c1(cc(N)nc(=O)n1C2(OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C(O)2))
cyclic-AMP	cyclic-AMP	false	NULL	NULL	NULL	c	r864	"(LIGAND-CPD ""C00575"" NIL |kr| 3346617701 NIL NIL)$(CAS ""60-92-4"")"	C1(OP(=O)(O)OC2(C(O)C(OC12)n4(cnc3(c(N)ncnc34))))
Cys-Gly	Cys-Gly	false	NULL	NULL	NULL	c	r865	NULL	C(O)(=O)CNC(C(CS)N)=O
cystathionine	cystathionine	false	NULL	NULL	NULL	c	r866	"(LIGAND-CPD ""C00542"" NIL |kaipa| 3311532637 NIL NIL)$(CAS ""56-88-2"")"	C(SCC(C(O)=O)N)CC(N)C(=O)O
cytidine	cytidine	false	NULL	NULL	NULL	c	r867	"(LIGAND-CPD ""C00475"" NIL |kr| 3346617699 NIL NIL)$(CAS ""65-46-3"")"	[CH]1(O[CH]([CH]([CH](O)1)O)CO)(n2(ccc(N)nc2=O))
cytosine_input	cytosine	true	NULL	NULL	NULL	b	r103	NULL	NULL
cytosine_drain	cytosine	true	NULL	NULL	NULL	b	r211	NULL	NULL
cytosine	cytosine	false	NULL	NULL	NULL	c	r868	"(LIGAND-CPD ""C00380"" NIL |kaipa| 3311532640 NIL NIL)$(CAS ""71-30-7"")"	c1(N)(nc(=O)[nH]cc1)
cytosine[extracellular]	cytosine	false	NULL	NULL	NULL	e	r871	"(LIGAND-CPD ""C00380"" NIL |kaipa| 3311532640 NIL NIL)$(CAS ""71-30-7"")"	c1(N)(nc(=O)[nH]cc1)
D-4-hydroxy-2-keto-glutarate	D-4-hydroxy-2-keto-glutarate	false	NULL	NULL	NULL	c	r876	"(CAS ""1187-99-1"")"	C(C(O)CC(=O)C(O)=O)(O)=O
D-4'-phosphopantothenate	D-4'-phosphopantothenate	false	NULL	NULL	NULL	c	r877	"(LIGAND-CPD ""C03492"" NIL |kr| 3346617699 NIL NIL)"	C(OP(O)(O)=O)C(C(C(=O)NCCC(=O)O)O)(C)C
dADP	dADP	false	NULL	NULL	NULL	c	r878	"(LIGAND-CPD ""C00206"" NIL |kr| 3346617700 NIL NIL)$(CAS ""2793-06-8"")"	C(C3(C(CC(n2(c1(c(c(ncn1)N)nc2)))O3)O))OP(OP(O)(O)=O)(O)=O
D-alanine_input	D-alanine	true	NULL	NULL	NULL	b	r104	NULL	NULL
D-alanine_drain	D-alanine	true	NULL	NULL	NULL	b	r213	NULL	NULL
D-alanine	D-alanine	false	NULL	NULL	NULL	c	r879	"(LIGAND-CPD ""C00133"" NIL |kaipa| 3311532640 NIL NIL)$(CAS ""338-69-2"")"	C(C(C)N)(O)=O
D-alanine[extracellular]	D-alanine	false	NULL	NULL	NULL	e	r880	"(LIGAND-CPD ""C00133"" NIL |kaipa| 3311532640 NIL NIL)$(CAS ""338-69-2"")"	C(C(C)N)(O)=O
D-alanyl-D-alanine	D-alanyl-D-alanine	false	NULL	NULL	NULL	c	r882	"(LIGAND-CPD ""C00993"" NIL |kr| 3346617700 NIL NIL)$(CAS ""923-16-0"")"	CC(N)C(=O)NC(C)C(=O)O
"D-alpha,beta-D-heptose-7-phosphate"	"D-alpha,beta-D-heptose-7-phosphate"	false	NULL	NULL	NULL	c	r872	NULL	NULL
dAMP	dAMP	false	NULL	NULL	NULL	c	r42	NULL	NULL
D-arabinose 5-phosphate	D-arabinose 5-phosphate	false	NULL	NULL	NULL	c	r884	"(LIGAND-CPD ""C01112"" NIL |kr| 3346617700 NIL NIL)$(CAS ""13137-52-5"")"	C(OP(O)(O)=O)C(C(C(O)C=O)O)O
D-aspartate	D-aspartate	false	NULL	NULL	NULL	c	r885	"(LIGAND-CPD ""C00402"" NIL |kaipa| 3311532640 NIL NIL)$(CAS ""1783-96-6"")"	C(C(CC(O)=O)N)(O)=O
dATP	dATP	false	NULL	NULL	NULL	c	r886	"(LIGAND-CPD ""C00131"" NIL |kr| 3346617700 NIL NIL)$(CAS ""1927-31-7"")"	C(C3(C(CC(n2(c1(c(c(ncn1)N)nc2)))O3)O))OP(OP(OP(=O)(O)O)(O)=O)(O)=O
"D-beta-D-heptose-1,7-bisphosphate"	"D-beta-D-heptose-1,7-bisphosphate"	false	NULL	NULL	NULL	c	r873	"(LIGAND-CPD ""C11472"" NIL |keseler| 3341779395 NIL NIL)"	NULL
D-beta-D-heptose-1-phosphate	D-beta-D-heptose-1-phosphate	false	NULL	NULL	NULL	c	r874	"(LIGAND-CPD ""C07838"" NIL |kr| 3346617700 NIL NIL)"	NULL
dca	Decanoate (n-C10:0)	false	NULL	NULL	NULL	c	r26	NULL	NULL
dca[extracellular]	Decanoate (n-C10:0)	false	NULL	NULL	NULL	e	r86	NULL	NULL
dca_input	Decanoate (n-C10:0)	true	NULL	NULL	NULL	b	r107	NULL	NULL
dca_drain	Decanoate (n-C10:0)	true	NULL	NULL	NULL	b	r216	NULL	NULL
dcaACP	Decanoyl-ACP (n-C10:0ACP)	false	NULL	NULL	NULL	c	r4	NULL	NULL
dcacoa	Decanoyl-CoA (n-C10:0CoA)	false	NULL	NULL	NULL	c	r11	NULL	NULL
dCDP	dCDP	false	NULL	NULL	NULL	c	r888	"(LIGAND-CPD ""C00705"" NIL |kr| 3346617700 NIL NIL)$(CAS ""800-73-7"")"	c2(n(C1(CC(C(O1)COP(OP(=O)(O)O)(O)=O)O))c(nc(c2)N)=O)
dCMP	dCMP	false	NULL	NULL	NULL	c	r889	"(LIGAND-CPD ""C00239"" NIL |sreddy| 3295805069 NIL NIL)$(CAS ""1032-65-1"")"	c2(n(C1(OC(C(C1)O)COP(O)(O)=O))c(nc(c2)N)=O)
dCTP	dCTP	false	NULL	NULL	NULL	c	r890	"(LIGAND-CPD ""C00458"" NIL |kr| 3346617700 NIL NIL)$(CAS ""2056-98-6"")"	c2(n(C1(OC(C(C1)O)COP(OP(OP(O)(O)=O)(O)=O)(O)=O))c(nc(c2)N)=O)
D-cysteine_input	D-cysteine	true	NULL	NULL	NULL	b	r105	NULL	NULL
D-cysteine_drain	D-cysteine	true	NULL	NULL	NULL	b	r214	NULL	NULL
D-cysteine[extracellular]	D-cysteine	false	NULL	NULL	NULL	e	r283	NULL	NULL
D-cysteine	D-cysteine	false	NULL	NULL	NULL	c	r891	"(CAS ""921-01-7"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C00793"" NIL |kr| 3346617701 NIL NIL)"	C(O)(=O)C(CS)N
dd2coa	trans-Dodec-2-enoyl-CoA	false	NULL	NULL	NULL	c	r14	NULL	NULL
ddca	Dodecanoate (n-C12:0)	false	NULL	NULL	NULL	c	r27	NULL	NULL
ddca[extracellular]	Dodecanoate (n-C12:0)	false	NULL	NULL	NULL	e	r87	NULL	NULL
ddca_input	Dodecanoate (n-C12:0)	true	NULL	NULL	NULL	b	r120	NULL	NULL
ddca_drain	Dodecanoate (n-C12:0)	true	NULL	NULL	NULL	b	r226	NULL	NULL
ddcaACP	Dodecanoyl-ACP (n-C12:0ACP)	false	NULL	NULL	NULL	c	r5	NULL	NULL
ddcacoa	Dodecanoyl-CoA (n-C12:0CoA)	false	NULL	NULL	NULL	c	r12	NULL	NULL
deamido-NAD	deamido-NAD	false	NULL	NULL	NULL	c	r893	"(LIGAND-CPD ""C00857"" NIL |kr| 3346617700 NIL NIL)$(CAS ""6450-77-7"")"	C(c5(ccc[n+]([CH]1([CH]([CH](O)[CH](O1)COP(=O)(O)OP(O)(OC[CH]4([CH](O)[CH](O)[CH](n2(c3(c(nc2)c(ncn3)N)))O4))=O)O))c5))(O)=O
Delta3-isopentenyl-PP	Delta3-isopentenyl-PP	false	NULL	NULL	NULL	c	r703	"(LIGAND-CPD ""C00129"" NIL |keseler| 3341251572 NIL NIL)"	CC(CCOP(OP(O)(O)=O)(O)=O)=C
deoxyadenosine	deoxyadenosine	false	NULL	NULL	NULL	c	r895	"(LIGAND-CPD ""C00559"" NIL |kaipa| 3311532639 NIL NIL)$(CAS ""958-09-8"" NIL |keseler| 3341250429 NIL NIL)"	[CH]1([CH2][CH](O)[CH](O1)CO)(n2(c3(ncnc(c(nc2)3)N)))
deoxycytidine	deoxycytidine	false	NULL	NULL	NULL	c	r43	NULL	NULL
deoxyguanosine	deoxyguanosine	false	NULL	NULL	NULL	c	r896	"(LIGAND-CPD ""C00330"" NIL |kr| 3346617699 NIL NIL)$(CAS ""961-07-9"")"	c1(c2(c(nc([nH]1)N)n(cn2)C3(CC(O)C(O3)CO)))=O
deoxyinosine	deoxyinosine	false	NULL	NULL	NULL	c	r897	"(CAS ""890-38-0"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C05512"" NIL |kr| 3346617699 NIL NIL)"	c2([nH]cnc1(n(cnc12)[CH]3(O[CH](CO)[CH](O)[CH2]3)))(=O)
dephospho-CoA	dephospho-CoA	false	NULL	NULL	NULL	c	r899	"(LIGAND-CPD ""C00882"" NIL |kr| 3346617698 NIL NIL)$(CAS ""3633-59-8"")"	CC(C)(COP(=O)(O)OP(=O)(O)OCC1(OC(C(O)C(O)1)n3(cnc2(c(N)ncnc23))))C(O)C(=O)NCCC(=O)NCCS
D-erythro-imidazole-glycerol-phosphate	D-erythro-imidazole-glycerol-phosphate	false	NULL	NULL	NULL	c	r900	"(LIGAND-CPD ""C04666"" NIL |kr| 3346617700 NIL NIL)"	C(OP(O)(O)=O)C(C(c1(nc[nH]c1))O)O
D-erythrose-4-phosphate	D-erythrose-4-phosphate	false	NULL	NULL	NULL	c	r901	"(PUBCHEM ""122357"" NIL |caspi| 3370791977 NIL NIL)$(LIGAND-CPD ""C00279"" NIL |kr| 3346617699 NIL NIL)$(CAS ""585-18-2"")"	C(OP(O)(O)=O)C(C(C=O)O)O
dethiobiotin	dethiobiotin	false	NULL	NULL	NULL	c	r902	"(LIGAND-CPD ""C01909"" NIL |kr| 3346617700 NIL NIL)$(CAS ""533-48-2"")"	C(=O)(O)CCCCCC1(NC(=O)NC(C)1)
D-fructose_input	D-fructose	true	NULL	NULL	NULL	b	r108	NULL	NULL
D-fructose	D-fructose	false	NULL	NULL	NULL	c	r495	NULL	NULL
D-fructose[extracellular]	D-fructose	false	NULL	NULL	NULL	e	r904	NULL	NULL
D-galactarate	D-galactarate	false	NULL	NULL	NULL	c	r905	"(LIGAND-CPD ""C00879"" NIL |kr| 3346617700 NIL NIL)$(CAS ""526-99-8"" NIL |kaipa| 3311445736 NIL NIL)"	C(C(O)C(O)C(O)C(O)C(=O)O)(=O)O
D-galactonate_input	D-galactonate	true	NULL	NULL	NULL	b	r109	NULL	NULL
D-galactonate_drain	D-galactonate	true	NULL	NULL	NULL	b	r217	NULL	NULL
D-galactonate	D-galactonate	false	NULL	NULL	NULL	c	r906	"(LIGAND-CPD ""C00880"" NIL |kr| 3346617699 NIL NIL)"	C(O)[CH](O)[CH](O)[CH]([CH](C(=O)O)O)O
D-galactonate[extracellular]	D-galactonate	false	NULL	NULL	NULL	e	r907	"(LIGAND-CPD ""C00880"" NIL |kr| 3346617699 NIL NIL)"	C(O)[CH](O)[CH](O)[CH]([CH](C(=O)O)O)O
dGDP	dGDP	false	NULL	NULL	NULL	c	r909	"(LIGAND-CPD ""C00361"" NIL |kr| 3346617700 NIL NIL)$(CAS ""102783-74-4"")"	C(OP(=O)(O)OP(=O)(O)O)C1(OC(CC(O)1)n3(cnc2(c(=O)[nH]c(N)nc23)))
D-glucarate_input	D-glucarate	true	NULL	NULL	NULL	b	r188	NULL	NULL
D-glucarate_drain	D-glucarate	true	NULL	NULL	NULL	b	r272	NULL	NULL
D-glucarate	D-glucarate	false	NULL	NULL	NULL	c	r910	"(CAS ""87-73-0"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00818"" NIL |kr| 3346617699 NIL NIL)"	C(=O)(O)C(O)C(O)C(O)C(O)C(=O)O
D-glucarate[extracellular]	D-glucarate	false	NULL	NULL	NULL	e	r911	"(CAS ""87-73-0"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00818"" NIL |kr| 3346617699 NIL NIL)"	C(=O)(O)C(O)C(O)C(O)C(O)C(=O)O
D-glucono-delta-lactone-6-phosphate	D-glucono-delta-lactone-6-phosphate	false	NULL	NULL	NULL	c	r912	"(LIGAND-CPD ""C01236"" NIL |kr| 3346617699 NIL NIL)$(CAS ""2641-81-8"")"	C1(OC(C(C(C1O)O)O)COP(O)(O)=O)=O
D-glucosamine 1-phosphate	D-glucosamine 1-phosphate	false	NULL	NULL	NULL	c	r913	"(LIGAND-CPD ""C06156"" NIL |kr| 3346617699 NIL NIL)"	C(O)C1(OC(OP(=O)(O)O)C(N)C(O)C(O)1)
D-glucosamine-6-phosphate	D-glucosamine-6-phosphate	false	NULL	NULL	NULL	c	r915	"(LIGAND-CPD ""C00352"" NIL |kr| 3346617699 NIL NIL)$(CAS ""3616-42-0"")"	C(OP(=O)(O)O)C1(OC(O)C(N)C(O)C(O)1)
D-glucuronolactone	D-glucuronolactone	false	NULL	NULL	NULL	c	r917	"(CAS ""32449-92-6"")"	C1(OC(C(O)C=O)[CH](O)[CH](O)1)=O
D-glutamate	D-glutamate	false	NULL	NULL	NULL	c	r918	"(LIGAND-CPD ""C00217"" NIL |kaipa| 3311532640 NIL NIL)$(PUBCHEM ""23327"" NIL |keseler| 3342292765 NIL NIL)$(CAS ""6893-26-1"")"	C(C(CCC(O)=O)N)(O)=O
D-glyceraldehyde-3-phosphate	D-glyceraldehyde-3-phosphate	false	NULL	NULL	NULL	c	r919	"(LIGAND-CPD ""C00661"" NIL |kr| 3346617700 NIL NIL)$(CAS ""142-10-9"")"	C(=O)[CH](O)COP(=O)(O)O
dGMP	dGMP	false	NULL	NULL	NULL	c	r41	NULL	NULL
dGTP	dGTP	false	NULL	NULL	NULL	c	r920	"(LIGAND-CPD ""C00286"" NIL |kr| 3346617700 NIL NIL)$(CAS ""2564-35-4"")"	C(OP(=O)(O)OP(=O)(O)OP(=O)(O)O)C1(OC(CC(O)1)n3(cnc2(c(=O)[nH]c(N)nc23)))
diacetyl	diacetyl	false	NULL	NULL	NULL	c	r921	"(LIGAND-CPD ""C00741"" NIL |kr| 3410284649 NIL NIL)$(CAS ""431-03-8"")"	CC(C(C)=O)=O
diadenosine pentaphosphate	diadenosine pentaphosphate	false	NULL	NULL	NULL	c	r922	NULL	c6(N)(c5(ncn(C4(OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(O)(O)OP(O)(O)OCC3(OC(N1(C2(C(NC1)C(N)NCN2)))C(O)C(O)3))C(O)C(O)4))c5ncn6))
dihydrolipoate	dihydrolipoate	false	NULL	NULL	NULL	c	r926	"(CAS ""462-20-4"")"	C(S)CC(S)CCCCC(=O)O
dihydrolipoyltranssuccinylase N6-(dihydrolipoyl)lysine	dihydrolipoyltranssuccinylase N6-(dihydrolipoyl)lysine	false	NULL	NULL	NULL	c	r547	NULL	NULL
dihydrolipoyltranssuccinylase N6-(lipoyl)lysine	dihydrolipoyltranssuccinylase N6-(lipoyl)lysine	false	NULL	NULL	NULL	c	r528	NULL	NULL
dihydrolipoyltranssuccinylase N6-(S-succinyldihydrolipoyl)lysine	dihydrolipoyltranssuccinylase N6-(S-succinyldihydrolipoyl)lysine	false	NULL	NULL	NULL	c	r546	NULL	NULL
dihydro-monapterin	dihydro-monapterin	false	NULL	NULL	NULL	c	r927	NULL	C(C(C(C2(=Nc1(c([nH]c(nc1NC2)N)=O)))O)O)O
dihydromonapterin phosphate	dihydromonapterin phosphate	false	NULL	NULL	NULL	c	r40	NULL	NULL
dihydromonapterin-triphosphate	dihydromonapterin-triphosphate	false	NULL	NULL	NULL	c	r928	NULL	C1(Nc2(nc(N)nc(=O)c(N=C1C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)2))
dihydro-neo-pterin	dihydro-neo-pterin	false	NULL	NULL	NULL	c	r929	"(LIGAND-CPD ""C04874"" NIL |kr| 3346617701 NIL NIL)"	C(O)C(O)C(O)C1(CNc2(nc(N)[nH]c(=O)c(N=1)2))
dihydroneopterin phosphate	dihydroneopterin phosphate	false	NULL	NULL	NULL	c	r930	"(LIGAND-CPD ""C05925"" NIL |kr| 3346617699 NIL NIL)"	C1(Nc2(nc(N)[nH]c(=O)c(N=C1C(O)C(O)COP(=O)(O)O)2))
dihydroorotate	dihydroorotate	false	NULL	NULL	NULL	c	r931	"(CAS ""5988-19-2"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C00337"" NIL |kr| 3346617699 NIL NIL)$(CAS ""155-54-4"")"	C1(=O)(CC(C(=O)O)NC(=O)N1)
dihydrouracil	dihydrouracil	false	NULL	NULL	NULL	c	r932	"(CAS ""504-07-4"")"	C1(CC(=O)NC(N1)=O)
dihydroxy-acetone-phosphate	dihydroxy-acetone-phosphate	false	NULL	NULL	NULL	c	r933	"(LIGAND-CPD ""C00111"" NIL |kr| 3346617700 NIL NIL)$(CAS ""57-04-5"")"	C(O)C(=O)COP(O)(O)=O
DIMBOA	DIMBOA	false	NULL	NULL	NULL	c	r934	NULL	C1(N(c2(ccc(cc(OC1O)2)OC))O)=O
DIMBOA-Glc	DIMBOA-Glc	false	NULL	NULL	NULL	c	r935	"(PUBCHEM ""441563"" NIL |christ| 3334004896 NIL NIL)"	C1(N(c3(ccc(cc(OC1OC2(C(C(C(C(O2)CO)O)O)O))3)OC))O)=O
dimethylallyl-PP	dimethylallyl-PP	false	NULL	NULL	NULL	c	r938	"(LIGAND-CPD ""C00235"" NIL |keseler| 3341251295 NIL NIL)$(CAS ""358-71-4"" NIL |keseler| 3341251295 NIL NIL)"	C(OP(OP(O)(O)=O)(O)=O)C=C(C)C
dimethylbenzimidazole	dimethylbenzimidazole	false	NULL	NULL	NULL	c	r939	"(LIGAND-CPD ""C03114"" NIL |kr| 3346617700 NIL NIL)$(CAS ""582-60-5"")"	Cc1(cc2(nc[nH]c(cc(C)1)2))
dimethylglycine	dimethylglycine	false	NULL	NULL	NULL	c	r940	"(CAS ""1118-68-9"")"	C(N(C)C)C(O)=O
diphosphate	diphosphate	false	NULL	NULL	NULL	c	r942	"(CAS ""09/03/2466"" NIL |kr| 3346617701 NIL NIL)$(LIGAND-CPD ""C00013"" NIL |kr| 3346617701 NIL NIL)$(CAS ""2466-09-3"")"	O(P(O)(O)=O)P(=O)(O)O
"di-trans,poly-cis-decaprenyl diphosphate"	"di-trans,poly-cis-decaprenyl diphosphate"	false	NULL	NULL	NULL	c	r943	NULL	C(OP(OP(O)(O)=O)(O)=O)C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(CCC=C(CCC=C(C)C)C)C
"di-trans,poly-cis-undecaprenyl diphosphate"	"di-trans,poly-cis-undecaprenyl diphosphate"	false	NULL	NULL	NULL	c	r950	"(PUBCHEM ""5280700"" NIL |caspi| 3367678664 NIL NIL)"	CC(=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(OP(O)(=O)O)(=O)O)C)C)C)C)C)C)C)C
"di-trans,poly-cis-undecaprenyl phosphate"	"di-trans,poly-cis-undecaprenyl phosphate"	false	NULL	NULL	NULL	c	r951	NULL	C(OP([O-])([O-])=O)C=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(CCC=C(CCC=C(C)C)C)C
D-lactate_input	D-lactate	true	NULL	NULL	NULL	b	r115	NULL	NULL
D-lactate_drain	D-lactate	true	NULL	NULL	NULL	b	r220	NULL	NULL
D-lactate[extracellular]	D-lactate	false	NULL	NULL	NULL	e	r286	NULL	NULL
D-lactate	D-lactate	false	NULL	NULL	NULL	c	r953	"(LIGAND-CPD ""C00256"" NIL |kr| 3346617700 NIL NIL)$(CAS ""10326-41-7"")"	C(C(C)O)(=O)O
D-malate_input	D-malate	true	NULL	NULL	NULL	b	r116	NULL	NULL
D-malate_drain	D-malate	true	NULL	NULL	NULL	b	r221	NULL	NULL
D-malate	D-malate	false	NULL	NULL	NULL	c	r287	NULL	NULL
D-malate[extracellular]	D-malate	false	NULL	NULL	NULL	e	r288	NULL	NULL
D-methionine_input	D-methionine	true	NULL	NULL	NULL	b	r119	NULL	NULL
D-methionine_drain	D-methionine	true	NULL	NULL	NULL	b	r225	NULL	NULL
D-methionine	D-methionine	false	NULL	NULL	NULL	c	r956	"(LIGAND-CPD ""C00855"" NIL |kaipa| 3311532637 NIL NIL)$(CAS ""348-67-4"")"	C(C(CCSC)N)(O)=O
D-methionine[extracellular]	D-methionine	false	NULL	NULL	NULL	e	r957	"(LIGAND-CPD ""C00855"" NIL |kaipa| 3311532637 NIL NIL)$(CAS ""348-67-4"")"	C(C(CCSC)N)(O)=O
D-myo-inositol (3)-monophosphate	D-myo-inositol (3)-monophosphate	false	NULL	NULL	NULL	c	r960	NULL	C1(C(C(C(C(C1O)O)O)O)O)OP(=O)(O)[O-]
D-ribose_input	D-ribose	true	NULL	NULL	NULL	b	r121	NULL	NULL
D-ribose	D-ribose	false	NULL	NULL	NULL	c	r459	NULL	NULL
D-ribose[extracellular]	D-ribose	false	NULL	NULL	NULL	e	r962	NULL	NULL
D-ribose-5-phosphate	D-ribose-5-phosphate	false	NULL	NULL	NULL	c	r963	"(PUBCHEM ""77982"" NIL |caspi| 3370792487 NIL NIL)$(PUBCHEM ""439167"" NIL |keseler| 3342801272 NIL NIL)$(LIGAND-CPD ""C00117"" NIL |keseler| 3342801272 NIL NIL)$(CAS ""4300-28-1"" NIL |keseler| 3342801272 NIL NIL)"	C(C(C(C(C=O)O)O)O)OP(O)(=O)O
D-ribulose-5-phosphate	D-ribulose-5-phosphate	false	NULL	NULL	NULL	c	r964	"(PUBCHEM ""439184"" NIL |caspi| 3370791278 NIL NIL)$(LIGAND-CPD ""C00199"" NIL |kr| 3346617700 NIL NIL)$(CAS ""4151-19-3"")"	C(O)C(C(C(COP(O)(O)=O)O)O)=O
D-sedoheptulose-7-phosphate	D-sedoheptulose-7-phosphate	false	NULL	NULL	NULL	c	r965	"(PUBCHEM ""165007"" NIL |caspi| 3370792570 NIL NIL)$(LIGAND-CPD ""C00281"" NIL |kr| 3346617700 NIL NIL)$(CAS ""2646-35-7"")"	C(O)C(C(C(C(C(COP(O)(=O)O)O)O)O)O)=O
D-serine_input	D-serine	true	NULL	NULL	NULL	b	r106	NULL	NULL
D-serine_drain	D-serine	true	NULL	NULL	NULL	b	r215	NULL	NULL
D-serine	D-serine	false	NULL	NULL	NULL	c	r966	"(LIGAND-CPD ""C00740"" NIL |kaipa| 3311532629 NIL NIL)$(CAS ""312-84-5"")"	C(C(CO)N)(O)=O
D-serine[extracellular]	D-serine	false	NULL	NULL	NULL	e	r967	"(LIGAND-CPD ""C00740"" NIL |kaipa| 3311532629 NIL NIL)$(CAS ""312-84-5"")"	C(C(CO)N)(O)=O
D-sorbitol	D-sorbitol	false	NULL	NULL	NULL	c	r968	"(LIGAND-CPD ""C00794"" NIL |kaipa| 3311532622 NIL NIL)$(CAS ""50-70-4"")$(PUBCHEM ""5780"" NIL |keseler| 3342457714 NIL NIL)"	C(C(O)C(O)C(C(O)CO)O)O
dTDP	dTDP	false	NULL	NULL	NULL	c	r971	"(LIGAND-CPD ""C00363"" NIL |kr| 3346617698 NIL NIL)$(CAS ""491-97-4"")"	Cc1(cn(c(=O)[nH]c(=O)1)C2(CC(O)C(COP(=O)(O)OP(=O)(O)O)O2))
dTDP-4-dehydro-6-deoxy-D-glucose	dTDP-4-dehydro-6-deoxy-D-glucose	false	NULL	NULL	NULL	c	r974	"(LIGAND-CPD ""C00687"" NIL |kr| 3346617699 NIL NIL)"	Cc1(cn(c(=O)[nH]c(=O)1)C3(CC(O)C(COP(=O)(O)OP(=O)(O)OC2(OC(C)C(=O)C(O)C(O)2))O3))
dTDP-4-dehydro-6-deoxy-L-mannose	dTDP-4-dehydro-6-deoxy-L-mannose	false	NULL	NULL	NULL	c	r975	"(LIGAND-CPD ""C00688"" NIL |kr| 3346617701 NIL NIL)"	Cc1(cn(c(=O)[nH]c(=O)1)C3(CC(O)C(COP(=O)(O)OP(=O)(O)OC2(OC(C)C(=O)C(O)C(O)2))O3))
dTDP-alpha-L-rhamnose	dTDP-alpha-L-rhamnose	false	NULL	NULL	NULL	c	r972	"(CAS ""572-96-3"" NIL |kr| 3346617699 NIL NIL)$(LIGAND-CPD ""C03319"" NIL |kr| 3346617699 NIL NIL)"	Cc1(cn(c(=O)[nH]c(=O)1)C3(CC(O)C(COP(=O)(O)OP(=O)(O)OC2(OC(C)C(O)C(O)C(O)2))O3))
