id	name	equation	EC. Number	genes	LB	UB	objective_coefficient	compartment	subsystem	SBO TERM	REPLACEMENT NAME																																																																																																																																																																											
ENZRXN3EM_486	putative inosine-uridine preferring nucleoside hydrolase	xanthosine + H2O => D-ribose + xanthine	3.2.2.1	1_PFLU4154	NULL	NULL	NULL	c	Purine Metabolism	NULL	ENZRXN3EM_486																																																																																																																																																																											
MVRXN_236	5'-nucleotidase (XMP)	xanthosine-5-phosphate + H2O => xanthosine + phosphate	3.1.3.5	1_PFLU1299	NULL	NULL	NULL	c	Purine Metabolism	NULL	MVRXN_236																																																																																																																																																																											
ENZRXN3EM_1171__ENZRXN3EM_358	putative glutamine amidotransferase__GMP synthase (glutamine-hydrolyzing)	xanthosine-5-phosphate + L-glutamine + ATP + H2O => L-glutamate + GMP + diphosphate + AMP	6.3.5.2	1_PFLU2324;1_PFLU5043	NULL	NULL	NULL	c	Purine Metabolism	NULL	ENZRXN3EM_1171__ENZRXN3EM_358																																																																																																																																																																											
ENZRXN3EM_316	CarAB - Carbamoyl phosphate synthase	2 ATP + L-glutamine + CO2 + 2 H2O => L-glutamate + 2 ADP + phosphate + carbamoyl-phosphate	6.3.5.5	1_PFLU5266:1_PFLU5265	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_316																																																																																																																																																																											
ENZRXN3EM_202	orotate phosphoribosyltransferase	5-phosphoribosyl 1-pyrophosphate + orotate => orotidine-5'-phosphate + diphosphate	2.4.2.10	1_PFLU5988	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_202																																																																																																																																																																											
ENZRXN3EM_880__ENZRXN3EM_244	uracil phosphoribosyltransferase__bifunctional protein [pyrimidine operon regulatory protein; uracil phosphoribosyltransferase]	5-phosphoribosyl 1-pyrophosphate + uracil => diphosphate + UMP	2.4.2.9	1_PFLU0899;1_PFLU5757	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_880__ENZRXN3EM_244																																																																																																																																																																											
ENZRXN3EM_341	thioredoxin reductase	an oxidized thioredoxin + NADPH + H+ => a reduced thioredoxin + NADP+	1.8.1.9	1_PFLU5162	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_341																																																																																																																																																																											
ENZRXN3EM_757	cytidylate kinase	ATP + CMP <=> ADP + CDP	2.7.4.14	1_PFLU1648	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_757																																																																																																																																																																											
ENZRXN3EM_758	cytidylate kinase	ATP + dCMP <=> ADP + dCDP	2.7.4.14	1_PFLU1648	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_758																																																																																																																																																																											
ENZRXN3EM_416	thymidylate kinase	ATP + dTMP <=> ADP + dTDP	2.7.4.9	1_PFLU4700	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_416																																																																																																																																																																											
ENZRXN3EM_1091	uridylate kinase	ATP + UMP <=> ADP + UDP	2.7.4.-	1_PFLU1272	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_1091																																																																																																																																																																											
ENZRXN3EM_823	CTP synthase	ATP + UTP + L-glutamine + H2O => ADP + phosphate + CTP + L-glutamate	6.3.4.2	1_PFLU1289	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_823																																																																																																																																																																											
ENZRXN3EM_395	ribonucleoside-diphosphate reductase	CDP + a reduced thioredoxin => dCDP + an oxidized thioredoxin + H2O	1.17.4.1	4_PFLU4768:4_PFLU4726	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_395																																																																																																																																																																											
ENZRXN3EM_346	nucleoside diphosphate kinase	CDP + ATP <=> CTP + ADP	2.7.4.6	1_PFLU5061	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_346																																																																																																																																																																											
MVRXN_229	5'-nucleotidase (CMP)	CMP + H2O => cytidine + phosphate	3.1.3.5	1_PFLU1299	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	MVRXN_229																																																																																																																																																																											
ENZRXN3EM_710	cytosine deaminase	cytosine + H2O => ammonia + uracil	3.5.4.1	1_PFLU2109	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_710																																																																																																																																																																											
ENZRXN3EM_348	nucleoside diphosphate kinase	dCDP + ATP <=> dCTP + ADP	2.7.4.6	1_PFLU5061	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_348																																																																																																																																																																											
MVRXN_230	5'-nucleotidase (dCMP)	dCMP + H2O => deoxycytidine + phosphate	NULL	NULL	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	MVRXN_230																																																																																																																																																																											
ENZRXN3EM_1093	putative deoxycytidine triphosphate deaminase	dCTP + H2O => ammonia + dUTP	3.5.4.13	1_PFLU1304	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_1093																																																																																																																																																																											
ENZRXN3EM_1489__ENZRXN3EM_849	putative dihydroorotase__dihydroorotase	dihydroorotate + H2O <=> N-carbamoyl-L-aspartate	3.5.2.3	1_PFLU6094;1_PFLU1154	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_1489__ENZRXN3EM_849																																																																																																																																																																											
ENZRXN3EM_5336	dihydroorotate dehydrogenase	dihydroorotate + ubiquinone-8 <=> orotate + ubiquinol-8	1.3.5.2	1_PFLU4603	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_5336																																																																																																																																																																											
ENZRXN3EM_350	nucleoside diphosphate kinase	dTDP + ATP <=> dTTP + ADP	2.7.4.6	1_PFLU5061	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_350																																																																																																																																																																											
MVRXN_231	5'-nucleotidase (dTMP)	dTMP + H2O => thymidine + phosphate	3.1.3.5	1_PFLU1299	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	MVRXN_231																																																																																																																																																																											
ENZRXN3EM_351	nucleoside diphosphate kinase	dUDP + ATP <=> dUTP + ADP	2.7.4.6	1_PFLU5061	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_351																																																																																																																																																																											
ENZRXN3EM_235	thymidylate synthase	"dUMP + 5,10-methylene-THF => dTMP + 7,8-dihydrofolate"	2.1.1.45	1_PFLU5815	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_235																																																																																																																																																																											
ENZRXN3EM_204	deoxyuridine 5'-triphosphate nucleotidohydrolase	dUTP + H2O => diphosphate + dUMP	3.6.1.23	1_PFLU5984	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_204																																																																																																																																																																											
ENZRXN3EM_243	aspartate carbamoyltransferase	L-aspartate + carbamoyl-phosphate => N-carbamoyl-L-aspartate + phosphate	2.1.3.2	1_PFLU5758:1_PFLU5759	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_243																																																																																																																																																																											
ENZRXN3EM_725	orotidine 5'-phosphate decarboxylase	orotidine-5'-phosphate => CO2 + UMP	4.1.1.23	1_PFLU1851	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_725																																																																																																																																																																											
ENZRXN3EM_1213	putative ribonucleoside-diphosphate reductase beta chain	UDP + a reduced thioredoxin => dUDP + an oxidized thioredoxin + H2O	1.17.4.1	1_PFLU2783	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	ENZRXN3EM_1213																																																																																																																																																																											
MVRXN_237	nucleoside diphosphate kinase	UDP + ATP <=> UTP + ADP	2.7.4.6	1_PFLU5061	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	MVRXN_237																																																																																																																																																																											
MVRXN_232	5'-nucleotidase (UMP)	UMP + H2O => uridine + phosphate	3.1.3.5	1_PFLU1299	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	MVRXN_232																																																																																																																																																																											
MVRXN_282	Nucleoside hydrolase (uridine); IunH	uridine + H2O => uracil + D-ribose	3.2.2.2	1_PFLU4154	NULL	NULL	NULL	c	Pyrimidine Metabolism	NULL	MVRXN_282																																																																																																																																																																											
ENZRXN3EM_574	L-lactate dehydrogenase	2 an oxidized cytochrome c + L-lactate => 2 a reduced cytochrome c + pyruvate + 2 H+	1.1.2.3	1_PFLU3611	NULL	NULL	NULL	c	Pyruvate Met	NULL	ENZRXN3EM_574																																																																																																																																																																											
ENZRXN3EM_566	probable D-lactate dehydrogenase	D-lactate + NAD+ <=> pyruvate + NADH + H+	1.1.1.28	1_PFLU3778	NULL	NULL	NULL	c	Pyruvate Met	NULL	ENZRXN3EM_566																																																																																																																																																																											
ENZRXN3EM_462	L-lactate dehydrogenase	ubiquinone-8 + L-lactate => ubiquinol-8 + pyruvate	1.1.2.3	1_PFLU4305	NULL	NULL	NULL	c	Pyruvate Met	NULL	ENZRXN3EM_462																																																																																																																																																																											
ENZRXN3EM_294__ENZRXN3EM_404	"RibH; 6,7-dimethyl-8-ribityllumazine synthase__RibH; 6,7-dimethyl-8-ribityllumazine synthase"	"2 6,7-dimethyl-8-(1-D-ribityl)lumazine => 5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione + riboflavin"	2.5.1.9	1_PFLU5470;1_PFLU4750	NULL	NULL	NULL	c	Riboflavin Metabolism	NULL	ENZRXN3EM_294__ENZRXN3EM_404																																																																																																																																																																											
ENZRXN3EM_1573	diaminohydroxyphosphoribosylaminopyrimidine deaminase	"2,5-diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate + H2O => 5-amino-6-(5'-phosphoribosylamino)uracil + ammonia"	3.5.4.26	1_PFLU5473	NULL	NULL	NULL	c	Riboflavin Metabolism	NULL	ENZRXN3EM_1573																																																																																																																																																																											
MVRXN_228	Pyrimidine phosphatase	"5-amino-6-(5'-phosphoribitylamino)uracil + H2O => 5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione + phosphate"	NULL	NULL	NULL	NULL	NULL	c	Riboflavin Metabolism	NULL	MVRXN_228																																																																																																																																																																											
ENZRXN3EM_292	riboflavin biosynthesis protein RibD [includes: diaminohydroxyphosphoribosylaminopyrimidine deaminase; 5-amino-6-(5- phosphoribosylamino)uracil reductase]	5-amino-6-(5'-phosphoribosylamino)uracil + NADPH + H+ => 5-amino-6-(5'-phosphoribitylamino)uracil + NADP+	1.1.1.193	1_PFLU5473	NULL	NULL	NULL	c	Riboflavin Metabolism	NULL	ENZRXN3EM_292																																																																																																																																																																											
ENZRXN3EM_924	lumazine synthase	"5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione + 3,4-dihydroxy-2-butanone-4-P => 6,7-dimethyl-8-(1-D-ribityl)lumazine + phosphate + 2 H2O"	NULL	1_PFLU5472	NULL	NULL	NULL	c	Riboflavin Metabolism	NULL	ENZRXN3EM_924																																																																																																																																																																											
ENZRXN3EM_1575	FMN adenylyltransferase	ATP + FMN => diphosphate + FAD	2.7.7.2	1_PFLU0767	NULL	NULL	NULL	c	Riboflavin Metabolism	NULL	ENZRXN3EM_1575																																																																																																																																																																											
ENZRXN3EM_100__ENZRXN3EM_1451	"RibBA; bifunctional riboflavin biosynthesis-related protein__3,4-dihydroxy-2-butanone 4-phosphate synthase"	"D-ribulose-5-phosphate => 3,4-dihydroxy-2-butanone-4-P + formate"	0	1_PFLU2344;1_PFLU5471	NULL	NULL	NULL	c	Riboflavin Metabolism	NULL	ENZRXN3EM_100__ENZRXN3EM_1451																																																																																																																																																																											
ENZRXN3EM_101__ENZRXN3EM_296	RibBA; bifunctional riboflavin biosynthesis-related protein__GTP cyclohydrolase-2	"GTP + 3 H2O => diphosphate + 2,5-diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate + formate"	3.5.4.25	1_PFLU2344;1_PFLU5466	NULL	NULL	NULL	c	Riboflavin Metabolism	NULL	ENZRXN3EM_101__ENZRXN3EM_296																																																																																																																																																																											
ENZRXN3EM_907	riboflavin biosynthesis protein	riboflavin + ATP => ADP + FMN	2.7.1.26	1_PFLU0767	NULL	NULL	NULL	c	Riboflavin Metabolism	NULL	ENZRXN3EM_907																																																																																																																																																																											
ENZRXN3EM_830	1-deoxy-D-xylulose 5-phosphate reductoisomerase	1-deoxy-D-xylulose 5-phosphate + NADPH + H+ => 2-C-methyl-D-erythritol-4-phosphate + NADP+	1.1.1.267	1_PFLU1276	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_830																																																																																																																																																																											
ENZRXN3EM_902	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + NADPH + H+ => Delta3-isopentenyl-PP + NADP+ + H2O	1.17.1.2	1_PFLU0771	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_902																																																																																																																																																																											
ENZRXN3EM_903	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + NADPH + H+ => dimethylallyl-PP + NADP+ + H2O	1.17.1.2	1_PFLU0771	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_903																																																																																																																																																																											
ENZRXN3EM_1424	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	"2-C-methyl-D-erythritol-2,4-cyclodiphosphate => 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate + H2O"	1.17.4.3	NULL	NULL	NULL	NULL	c	Steroid biosynthesis	temp	ENZRXN3EM_1424																																																																																																																																																																											
ENZRXN3EM_820	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	2-C-methyl-D-erythritol-4-phosphate + CTP => 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + diphosphate	2.7.7.60	1_PFLU1293	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_820																																																																																																																																																																											
ENZRXN3EM_818	"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	"2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol => 2-C-methyl-D-erythritol-2,4-cyclodiphosphate + CMP"	4.6.1.12	1_PFLU1297	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_818																																																																																																																																																																											
ENZRXN3EM_915	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ATP => 2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol + ADP	2.7.1.148	1_PFLU0733	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_915																																																																																																																																																																											
ENZRXN3EM_901	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	Delta3-isopentenyl-PP + NADP+ + H2O <=> (E)-4-hydroxy-3-methylbut 2-en-1-yl diphosphate + NADPH + H+	1.17.1.2	1_PFLU0771	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_901																																																																																																																																																																											
ENZRXN3EM_1562	geranyl diphosphate synthase	dimethylallyl-PP + Delta3-isopentenyl-PP => diphosphate + geranyl-PP	2.5.1.1	1_PFLU5461	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_1562																																																																																																																																																																											
ENZRXN3EM_832	undecaprenyl pyrophosphate synthetase	"di-trans,poly-cis-decaprenyl diphosphate + Delta3-isopentenyl-PP => diphosphate + di-trans,poly-cis-undecaprenyl diphosphate"	2.5.1.31	1_PFLU1274	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_832																																																																																																																																																																											
ENZRXN3EM_298	geranyltranstransferase	"geranyl-PP + Delta3-isopentenyl-PP => diphosphate + trans, trans-farnesyl diphosphate"	2.5.1.10	1_PFLU5461	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_298																																																																																																																																																																											
ENZRXN3EM_297	1-deoxy-D-xylulose-5-phosphate synthase	pyruvate + D-glyceraldehyde-3-phosphate => 1-deoxy-D-xylulose 5-phosphate + CO2	2.2.1.7	1_PFLU5462	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_297																																																																																																																																																																											
MVRXN_284	undecaprenyl pyrophosphate synthetase	"trans, trans-farnesyl diphosphate + 8 Delta3-isopentenyl-PP => undecaprenyl diphosphate + 8 diphosphate"	2.5.1.31	1_PFLU1274	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	MVRXN_284																																																																																																																																																																											
ENZRXN3EM_833	undecaprenyl pyrophosphate synthetase	"trans, trans-farnesyl diphosphate + Delta3-isopentenyl-PP => 2-cis,6-trans,10-trans-geranylgeranyl diphosphate + diphosphate"	2.5.1.31	1_PFLU1274	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_833																																																																																																																																																																											
ENZRXN3EM_1218	putative undecaprenol kinase	"undecaprenol + ATP => di-trans,poly-cis-undecaprenyl phosphate + ADP"	2.7.1.66	1_PFLU2809	NULL	NULL	NULL	c	Steroid biosynthesis	NULL	ENZRXN3EM_1218																																																																																																																																																																											
MVRXN_269__MVRXN_270	SsuD2; alkanesulfonate monoxygenase__SsuD; alkanesulfonate monoxygenase	2-hydroxyethanesulfonate + FADH2 + O2 => glycolaldehyde + sulfite + FAD + H2O	1.14.14.5	1_PFLU2057;1_PFLU5856	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	MVRXN_269__MVRXN_270																																																																																																																																																																											
ENZRXN3EM_711	adenylyl-sulfate kinase	adenosine 5'-phosphosulfate + ATP => phosphoadenosine-5'-phosphosulfate + ADP	2.7.1.25	1_PFLU2097	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	ENZRXN3EM_711																																																																																																																																																																											
MVRXN_273	CysQ; 3'-5'-bisphopshate nucleotidase	"adenosine-3',5'-bisphosphate + H2O => AMP + phosphate"	3.1.3.7	1_PFLU0284	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	MVRXN_273																																																																																																																																																																											
MVRXN_267__MVRXN_268	SsuD2; alkanesulfonate monoxygenase__SsuD; alkanesulfonate monoxygenase	ethanesulfonate + FADH2 + O2 => acetaldehyde + sulfite + FAD + H2O	1.14.14.5	1_PFLU2057;1_PFLU5856	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	MVRXN_267__MVRXN_268																																																																																																																																																																											
ENZRXN3EM_230	FMN reductase	FMN + NADPH + H+ => FMNH2 + NADP+	1.5.1.29	1_PFLU5858	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	ENZRXN3EM_230																																																																																																																																																																											
ENZRXN3EM_3450	sulfite reductase-(NADPH)	hydrogen sulfide + 3 NADP+ + 3 H2O <=> sulfite + 3 NADPH + 3 H+	1.8.1.2	1_PFLU2657	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	ENZRXN3EM_3450																																																																																																																																																																											
MVRXN_265__MVRXN_266	SsuD2; alkanesulfonate monoxygenase__SsuD; alkanesulfonate monoxygenase	methanesulfonate + FADH2 + O2 => formaldehyde + sulfite + FAD + H2O	1.14.14.5	1_PFLU2057;1_PFLU5856	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	MVRXN_265__MVRXN_266																																																																																																																																																																											
MVRXN_271__MVRXN_272	SsuD2; alkanesulfonate monoxygenase__SsuD; alkanesulfonate monoxygenase	pentanesulfonate + FADH2 + O2 => pentanal + sulfite + FAD + H2O	1.14.14.5	1_PFLU2057;1_PFLU5856	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	MVRXN_271__MVRXN_272																																																																																																																																																																											
ENZRXN3EM_1387__ENZRXN3EM_910	putative sulfurylase__sulfate adenylyltransferase	sulfate + ATP => adenosine 5'-phosphosulfate + diphosphate	2.7.7.4	1_PFLU4624;1_PFLU0761:1_PFLU0760	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	ENZRXN3EM_1387__ENZRXN3EM_910																																																																																																																																																																											
ENZRXN3EM_1393	phosphoadenosine phosphosulfate reductase	"sulfite + adenosine-3',5'-bisphosphate + an oxidized thioredoxin <=> phosphoadenosine-5'-phosphosulfate + a reduced thioredoxin"	1.8.4.8	1_PFLU4642	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	ENZRXN3EM_1393																																																																																																																																																																											
ENZRXN3EM_1032__ENZRXN3EM_81__ENZRXN3EM_985	putative taurine dioxygenase__TauD; taurine catabolism dioxygenase__alpha-ketoglutarate-dependent taurine dioxygenase	taurine + alpha-ketoglutarate + O2 => sulfite + aminoacetaldehyde + succinate + CO2	1.14.11.17	1_PFLU0203;1_PFLU0123;1_PFLU0252	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	ENZRXN3EM_1032__ENZRXN3EM_81__ENZRXN3EM_985																																																																																																																																																																											
ENZRXN3EM_275__ENZRXN3EM_942	thiosulfate sulfurtransferase glpe (ec 2.8.1.1)__thiosulfate sulfurtransferase	thiosulfate + hydrogen cyanide => sulfite + thiocyanate	2.8.1.1	1_PFLU5581;1_PFLU0506	NULL	NULL	NULL	c	Sulfur Metabolism	NULL	ENZRXN3EM_275__ENZRXN3EM_942																																																																																																																																																																											
ENZRXN3EM_1102__ENZRXN3EM_530	putative hydroxymethylglutaryl-CoA lyase__putative hydroxymethylglutaryl-CoA lyase	3-hydroxy-3-methyl-glutaryl-CoA => acetoacetate + acetyl-CoA	4.1.3.4	1_PFLU1417;1_PFLU3887	NULL	NULL	NULL	c	Synthesis and degradation of Ketones Bodies	NULL	ENZRXN3EM_1102__ENZRXN3EM_530																																																																																																																																																																											
ENZRXN3EM_706	succinyl-CoA:acetoacetate-CoA transferase	succinyl-CoA + acetoacetate <=> succinate + acetoacetyl-CoA	2.8.3.5	1_PFLU2152:1_PFLU2151	NULL	NULL	NULL	c	Synthesis and degradation of Ketones Bodies	NULL	ENZRXN3EM_706																																																																																																																																																																											
ENZRXN3EM_266	malate synthase G	acetyl-CoA + glyoxylate + H2O => malate + coenzyme A	2.3.3.9	1_PFLU5623	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_266																																																																																																																																																																											
MVRXN_279	2-oxoglutarate dehydrogenase complex	alpha-ketoglutarate + coenzyme A + NAD+ => succinyl-CoA + NADH + CO2 + H+	NULL	1_PFLU1820:1_PFLU1821:1_PFLU1822	NULL	NULL	NULL	c	TCA Cycle	NULL	MVRXN_279																																																																																																																																																																											
ENZRXN3EM_739	2-oxoglutarate dehydrogenase E1 component	alpha-ketoglutarate + dihydrolipoyltranssuccinylase N6-(lipoyl)lysine => dihydrolipoyltranssuccinylase N6-(S-succinyldihydrolipoyl)lysine + CO2	1.2.4.2	1_PFLU1820	NULL	0	NULL	c	TCA Cycle	NULL	ENZRXN3EM_739																																																																																																																																																																											
ENZRXN3EM_1719	acetate kinase B	ATP + acetate <=> ADP + acetylphosphate	2.7.2.1	1_PFLU5017	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_1719																																																																																																																																																																											
MVRXN_225	pyruvate carboxylase	ATP + HCO3- + pyruvate => ADP + H+ + oxaloacetate + phosphate	6.4.1.1	1_PFLU6071	NULL	NULL	NULL	c	TCA Cycle	NULL	MVRXN_225																																																																																																																																																																											
ENZRXN3EM_429__ENZRXN3EM_581__ENZRXN3EM_781	aconitate hydratase__aconitate hydrase B__aconitate hydratase 1	cis-aconitate + H2O <=> isocitrate	4.2.1.3	1_PFLU4630;1_PFLU3489;1_PFLU1542	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_429__ENZRXN3EM_581__ENZRXN3EM_781																																																																																																																																																																											
ENZRXN3EM_428__ENZRXN3EM_580__ENZRXN3EM_780	aconitate hydratase__aconitate hydrase B__aconitate hydratase 1	citrate <=> cis-aconitate + H2O	4.2.1.3	1_PFLU4630;1_PFLU3489;1_PFLU1542	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_428__ENZRXN3EM_580__ENZRXN3EM_780																																																																																																																																																																											
ENZRXN3EM_585	putative citrate lyase beta subunit	citrate => acetate + oxaloacetate	4.1.3.6	1_PFLU3472	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_585																																																																																																																																																																											
ENZRXN3EM_512__ENZRXN3EM_736	dihydrolipoamide dehydrogenase__dihydrolipoyl dehydrogenase	dihydrolipoate + NAD+ <=> lipoate + NADH + H+	1.8.1.4	1_PFLU3967;1_PFLU1822	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_512__ENZRXN3EM_736																																																																																																																																																																											
ENZRXN3EM_733	dihydrolipoyl dehydrogenase	dihydrolipoyltranssuccinylase N6-(dihydrolipoyl)lysine + NAD+ <=> dihydrolipoyltranssuccinylase N6-(lipoyl)lysine + NADH + H+	1.8.1.4	1_PFLU1822	0	0	NULL	c	TCA Cycle	NULL	ENZRXN3EM_733																																																																																																																																																																											
ENZRXN3EM_560__ENZRXN3EM_561	isocitrate dehydrogenase [NADP]__isocitrate dehydrogenase [NADP]	isocitrate + NADP+ => alpha-ketoglutarate + CO2 + NADPH + H+	1.1.1.42	1_PFLU3809;1_PFLU3808	0	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_560__ENZRXN3EM_561																																																																																																																																																																											
ENZRXN3EM_556	isocitrate lyase	isocitrate => glyoxylate + succinate	4.1.3.1	1_PFLU3817	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_556																																																																																																																																																																											
ENZRXN3EM_770__ENZRXN3EM_879	malate:quinone oxidoreductase__probable malate:quinone oxidoreductase	malate + ubiquinone-8 => oxaloacetate + ubiquinol-8	1.1.99.16	1_PFLU1613;1_PFLU0904	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_770__ENZRXN3EM_879																																																																																																																																																																											
ENZRXN3EM_1418__ENZRXN3EM_461__ENZRXN3EM_889	putative fumarate hydratase__fumarase C (fumarate hydratase Class II)__fumarate hydratase class II	malate <=> fumarate + H2O	4.2.1.2	1_PFLU4952;1_PFLU4314;1_PFLU0874	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_1418__ENZRXN3EM_461__ENZRXN3EM_889																																																																																																																																																																											
ENZRXN3EM_30	citrate synthase	oxaloacetate + acetyl-CoA + H2O => citrate + coenzyme A	2.3.3.1	1_PFLU1815	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_30																																																																																																																																																																											
ENZRXN3EM_909	phosphate acetyltransferase	phosphate + acetyl-CoA <=> acetylphosphate + coenzyme A	2.3.1.8	1_PFLU0763	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_909																																																																																																																																																																											
ENZRXN3EM_730	succinyl-CoA synthetase	succinate + ATP + coenzyme A <=> succinyl-CoA + ADP + phosphate	6.2.1.5	2_PFLU1824:2_PFLU1823	NULL	NULL	NULL	c	TCA Cycle	NULL	ENZRXN3EM_730																																																																																																																																																																											
ENZRXN3EM_738	dihydrolipoyllysine-residue succinyltransferase component of 2- oxoglutarate dehydrogenase complex	succinyl-CoA + dihydrolipoyltranssuccinylase N6-(dihydrolipoyl)lysine <=> dihydrolipoyltranssuccinylase N6-(S-succinyldihydrolipoyl)lysine + coenzyme A	2.3.1.61	1_PFLU1821	0	0	NULL	c	TCA Cycle	NULL	ENZRXN3EM_738																																																																																																																																																																											
